"X","code","date","news","extract_code","extracted_date","sentiscore","final_sentiment"
2093,"https://www.klsescreener.com/v2/news/stock/1724","TheEdge07 Mar, 2019 16:16pm - 1 month ago","paramount targets rm b gdv of launches this year","1724","2019-03-07",1,"pos"
2101,"https://www.klsescreener.com/v2/news/stock/1724","TheStar06 Mar, 2019 12:30pm - 4 weeks ago","quick take teck guan hits limit up surges ","1724","2019-03-06",-1,"neg"
2094,"https://www.klsescreener.com/v2/news/stock/1724","TheStar07 Mar, 2019 15:44pm - 1 month ago","paramount targets rmbil sales in ","1724","2019-03-07",1,"pos"
2098,"https://www.klsescreener.com/v2/news/stock/1724","TheStar07 Mar, 2019 15:20pm - 1 month ago","paramount aims to sustain rmb sales target in ","1724","2019-03-07",1,"pos"
2084,"https://www.klsescreener.com/v2/news/stock/1724","TheStar13 Apr, 2019 09:20am - 4 days ago","fort ltat breached","1724","2019-04-13",0,"neu"
11162,"https://www.klsescreener.com/v2/news/stock/1724","TheEdge05 Mar, 2019 15:38pm - 1 week ago","teck guan sarawak oil palms rise after units ink deals to sell palm oil to china","1724","2019-03-05",0,"neu"
11165,"https://www.klsescreener.com/v2/news/stock/1724","TheEdge04 Mar, 2019 18:45pm - 1 week ago","malaysia china sign palm oil purchase deals worth us  mil","1724","2019-03-04",1,"pos"
11164,"https://www.klsescreener.com/v2/news/stock/1724","TheEdge05 Mar, 2019 08:51am - 1 week ago","malaysia china sign palm oil purchase deals worth rm b","1724","2019-03-05",1,"pos"
13809,"https://www.klsescreener.com/v2/news/stock/1783","TheEdge15 Mar, 2019 19:57pm - 1 week ago","selangor properties posts rm  mil net profit in qfy","1783","2019-03-15",0,"neu"
4738,"https://www.klsescreener.com/v2/news/stock/1783","TheEdge15 Apr, 2019 16:00pm - 2 days ago","cover story beverly hills of kuala lumpur sees solid values and demand","1783","2019-04-15",1,"pos"
283,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge27 Mar, 2019 10:29am - 9 hours ago","vs industry net profit falls  on lower overseas orders","1818","2019-03-27",-1,"neg"
281,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge27 Mar, 2019 10:29am - 9 hours ago","comfort gloves q earnings double to rm m","1818","2019-03-27",1,"pos"
279,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge27 Mar, 2019 11:30am - 8 hours ago","cover story a dream fulfilled","1818","2019-03-27",0,"neu"
282,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge27 Mar, 2019 10:29am - 9 hours ago","kim loong net profit slumps on lower palm oil prices","1818","2019-03-27",0,"neu"
286,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge27 Mar, 2019 10:10am - 10 hours ago","scgm in the red on higher raw material prices finance costs","1818","2019-03-27",0,"neu"
285,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge27 Mar, 2019 10:10am - 10 hours ago","advancecon semesta eye opportunities in solar energy","1818","2019-03-27",0,"neu"
289,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge17 Apr, 2019 10:29am - 12 hours ago","handal resources in acquisition of o g firm which could result in rto","1818","2019-04-17",0,"neu"
287,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge27 Mar, 2019 09:03am - 11 hours ago","astro malaysia q net profit down  to rm m","1818","2019-03-27",0,"neu"
289,"https://www.klsescreener.com/v2/news/stock/1818","TheStar27 Mar, 2019 07:35am - 12 hours ago","astro net profit at rmmil","1818","2019-03-27",0,"neu"
290,"https://www.klsescreener.com/v2/news/stock/1818","TheStar27 Mar, 2019 07:35am - 12 hours ago","scgm records rm  third quarter loss","1818","2019-03-27",-1,"neg"
275,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge27 Mar, 2019 16:00pm - 4 hours ago","aturmaju said to be acquiring a solar operator","1818","2019-03-27",0,"neu"
288,"https://www.klsescreener.com/v2/news/stock/1818","TheStar18 Mar, 2019 10:04am - 3 hours ago","quick take boustead shares up on assets disposal move","1818","2019-03-18",0,"neu"
276,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge03 Apr, 2019 16:45pm - 6 hours ago","palm climbs to  week high on expectations of falling stocks","1818","2019-04-03",-1,"neg"
274,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge03 Apr, 2019 18:58pm - 3 hours ago","boardroom eyes over  revenue contribution from malaysia","1818","2019-04-03",1,"pos"
273,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge03 Apr, 2019 21:01pm - 1 hour ago","sino hua an diversifies into tech and f b buys tgif and teh tarik place","1818","2019-04-03",0,"neu"
280,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge03 Apr, 2019 14:00pm - 8 hours ago","pentamaster conserving cash to grow smart control business","1818","2019-04-03",1,"pos"
282,"https://www.klsescreener.com/v2/news/stock/1818","TheStar03 Apr, 2019 13:46pm - 9 hours ago","genting malaysia acquires equanimity purchase for rm mil","1818","2019-04-03",0,"neu"
274,"https://www.klsescreener.com/v2/news/stock/1818","TheStar27 Mar, 2019 18:24pm - 1 hour ago","amir hamzah to head tenaga nasional","1818","2019-03-27",0,"neu"
286,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge03 Apr, 2019 10:58am - 11 hours ago","dubai court orders safitex to pay fgv unit us  m","1818","2019-04-03",0,"neu"
287,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge03 Apr, 2019 10:56am - 11 hours ago","subsidiarys default forces scanwolf to sell part of rm m property inventory","1818","2019-04-03",0,"neu"
288,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge03 Apr, 2019 10:55am - 11 hours ago","pentamaster proposes one for two bonus issue","1818","2019-04-03",0,"neu"
290,"https://www.klsescreener.com/v2/news/stock/1818","TheStar03 Apr, 2019 09:42am - 13 hours ago","quick take sanbumi stock slides despite announcement of jv","1818","2019-04-03",0,"neu"
291,"https://www.klsescreener.com/v2/news/stock/1818","TheStar03 Apr, 2019 09:22am - 13 hours ago","quick take pentamaster rises   on proposed bonus issue","1818","2019-04-03",0,"neu"
290,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge18 Mar, 2019 09:41am - 4 hours ago","foreign selling narrowed to rmm last week says midf research","1818","2019-03-18",0,"neu"
289,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge18 Mar, 2019 09:42am - 4 hours ago","indonesian jv to kick off in two months","1818","2019-03-18",0,"neu"
291,"https://www.klsescreener.com/v2/news/stock/1818","TheStar27 Mar, 2019 07:35am - 12 hours ago","kim loong net profit down on reduced cpo prices","1818","2019-03-27",0,"neu"
287,"https://www.klsescreener.com/v2/news/stock/1818","TheStar18 Mar, 2019 10:15am - 3 hours ago","foreign outflows enter fifth straight week albeit lower","1818","2019-03-18",0,"neu"
285,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge03 Apr, 2019 10:59am - 11 hours ago","comintel faces suspension if unable to submit q report by april ","1818","2019-04-03",-1,"neg"
286,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge18 Mar, 2019 11:02am - 2 hours ago","construction stocks running ahead of fundamentals says midf research","1818","2019-03-18",0,"neu"
291,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge09 Apr, 2019 21:01pm - 1 day ago","stockbrokers must adopt greater digitalisation to attract younger investors","1818","2019-04-09",0,"neu"
290,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge09 Apr, 2019 21:23pm - 1 day ago","palm edges up on bullish output forecasts","1818","2019-04-09",1,"pos"
289,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge09 Apr, 2019 21:41pm - 1 day ago","mohamad zekri ibrahim is ark resources new chairman","1818","2019-04-09",0,"neu"
285,"https://www.klsescreener.com/v2/news/stock/1818","TheStar10 Apr, 2019 09:43am - 12 hours ago","quick take fgv upgraded at alliancedbs shares up nearly ","1818","2019-04-10",1,"pos"
284,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge10 Apr, 2019 10:11am - 12 hours ago","tambun indah buys more land near pearl city township for rmm","1818","2019-04-10",0,"neu"
283,"https://www.klsescreener.com/v2/news/stock/1818","TheStar10 Apr, 2019 11:16am - 11 hours ago","govt to provide rmbil aid to felda","1818","2019-04-10",0,"neu"
282,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge10 Apr, 2019 11:39am - 11 hours ago","karex among most active stocks this morning","1818","2019-04-10",0,"neu"
278,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge10 Apr, 2019 14:43pm - 7 hours ago","axiata confirms issuance of nepal supreme court order on ncell tax obligation","1818","2019-04-10",1,"pos"
277,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge10 Apr, 2019 17:49pm - 4 hours ago","felda to review land lease agreement with fgv","1818","2019-04-10",0,"neu"
276,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge10 Apr, 2019 18:16pm - 4 hours ago","klci down after wall st share drop amid us europe trade tension","1818","2019-04-10",-1,"neg"
275,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge10 Apr, 2019 20:03pm - 2 hours ago","mahb annual passenger numbers up   in march to   million","1818","2019-04-10",0,"neu"
274,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge10 Apr, 2019 20:04pm - 2 hours ago","qsr brands confirms putting ipo on hold","1818","2019-04-10",0,"neu"
277,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge18 Mar, 2019 18:17pm - Just now ago","what o g recovery subcontractors still not paid on time","1818","2019-03-18",1,"pos"
276,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge18 Mar, 2019 18:21pm - Just now ago","fbm klci up   at intraday high ahead of us rate decision","1818","2019-03-18",0,"neu"
275,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge18 Mar, 2019 19:09pm - Just now ago","taliworks major shareholder buys   stake in thriven global","1818","2019-03-18",0,"neu"
274,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge18 Mar, 2019 20:22pm - Just now ago","barakah yet to know amount of debts it needs to restructure","1818","2019-03-18",0,"neu"
272,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge17 Apr, 2019 21:24pm - 1 hour ago","palm climbs again on weaker ringgit","1818","2019-04-17",-1,"neg"
291,"https://www.klsescreener.com/v2/news/stock/1818","TheStar17 Apr, 2019 07:25am - 15 hours ago","malaysia on ftse russell watch list","1818","2019-04-17",0,"neu"
272,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge18 Mar, 2019 20:53pm - Just now ago","tm says deal with mfl cancelled because both sides could not agree on terms","1818","2019-03-18",0,"neu"
271,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge18 Mar, 2019 21:24pm - Just now ago","can one s takeover offer for kian joo turns unconditional","1818","2019-03-18",1,"pos"
286,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge17 Apr, 2019 13:19pm - 9 hours ago","hock seng lee bags rmm batang paloh bridge job in sarawak","1818","2019-04-17",0,"neu"
284,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge17 Apr, 2019 13:27pm - 9 hours ago","palm climbs to one week high on weaker ringgit","1818","2019-04-17",-1,"neg"
283,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge17 Apr, 2019 14:02pm - 8 hours ago","dialog group falls   to lowest level in two months","1818","2019-04-17",-1,"neg"
278,"https://www.klsescreener.com/v2/news/stock/1818","TheStar18 Mar, 2019 18:06pm - Just now ago","barakah clarifies total liabilities at rmm at end ","1818","2019-03-18",0,"neu"
275,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge17 Apr, 2019 19:25pm - 3 hours ago","seacera largest shareholder wants egm to be declared valid","1818","2019-04-17",0,"neu"
274,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge17 Apr, 2019 19:51pm - 3 hours ago","airasia shelves jv plan to set up low cost carrier in vietnam","1818","2019-04-17",0,"neu"
273,"https://www.klsescreener.com/v2/news/stock/1818","TheStar17 Apr, 2019 20:09pm - 2 hours ago","airasia abandons vietnam venture","1818","2019-04-17",0,"neu"
273,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge10 Apr, 2019 21:12pm - 1 hour ago","fgv bought six companies above market price","1818","2019-04-10",0,"neu"
272,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge10 Apr, 2019 21:24pm - 1 hour ago","palm oil falls more than  on bearish data","1818","2019-04-10",-2,"neg"
280,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge18 Mar, 2019 16:43pm - Just now ago","lotte chemical titan s line project to undergo rm m land prep work","1818","2019-03-18",1,"pos"
281,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge18 Mar, 2019 16:02pm - Just now ago","mhb receives rmm claim from kpoc","1818","2019-03-18",0,"neu"
283,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge18 Mar, 2019 15:54pm - Just now ago","dayang dips as investors take profit","1818","2019-03-18",0,"neu"
282,"https://www.klsescreener.com/v2/news/stock/1818","TheEdge18 Mar, 2019 16:00pm - Just now ago","non payment of small vendors hinders o g recovery","1818","2019-03-18",1,"pos"
12241,"https://www.klsescreener.com/v2/news/stock/1899","TheEdge07 Mar, 2019 11:00am - 3 weeks ago","plantation earnings in  seen mixed after weaker cpo prices in q","1899","2019-03-07",-1,"neg"
3046,"https://www.klsescreener.com/v2/news/stock/1899","TheEdge14 Mar, 2019 21:00pm - 3 days ago","ikeas first store in northern peninsular malaysia a hit among shoppers","1899","2019-03-14",0,"neu"
3043,"https://www.klsescreener.com/v2/news/stock/1899","TheEdge15 Mar, 2019 16:00pm - 2 days ago","housing prices stay mostly unchanged","1899","2019-03-15",0,"neu"
3062,"https://www.klsescreener.com/v2/news/stock/1899","TheEdge28 Feb, 2019 19:10pm - 2 weeks ago","paramount corp q net profit up  proposes  sen dividend","1899","2019-02-28",1,"pos"
3061,"https://www.klsescreener.com/v2/news/stock/1899","TheStar04 Mar, 2019 00:00am - 2 weeks ago","positive contribution from penang","1899","2019-03-04",2,"pos"
12177,"https://www.klsescreener.com/v2/news/stock/1899","TheStar08 Apr, 2019 10:45am - 1 week ago","expanded capacity to drive growth","1899","2019-04-08",0,"neu"
12197,"https://www.klsescreener.com/v2/news/stock/1899","TheStar02 Apr, 2019 17:39pm - 1 week ago","kulim international airport to be an economic game changer","1899","2019-04-02",0,"neu"
8784,"https://www.klsescreener.com/v2/news/stock/1902","TheEdge13 Mar, 2019 16:00pm - 3 weeks ago","harn len disposes of estates in peninsular malaysia","1902","2019-03-13",0,"neu"
8783,"https://www.klsescreener.com/v2/news/stock/1902","TheEdge18 Mar, 2019 08:55am - 2 weeks ago","end of the road for abn","1902","2019-03-18",0,"neu"
268,"https://www.klsescreener.com/v2/news/stock/1961","Orientaldaily02 Apr, 2019 22:02pm - 2 weeks ago","       ioi    ","1961","2019-04-02",0,"neu"
264,"https://www.klsescreener.com/v2/news/stock/1961","TheEdge08 Apr, 2019 10:30am - 1 week ago","ioi properties sees better fy amid challenges","1961","2019-04-08",1,"pos"
267,"https://www.klsescreener.com/v2/news/stock/1961","TheEdge03 Apr, 2019 11:19am - 2 weeks ago","ioi properties seen banking on overseas projects","1961","2019-04-03",0,"neu"
260,"https://www.klsescreener.com/v2/news/stock/1961","TheStar09 Apr, 2019 13:03pm - 1 week ago","klci consolidates ahead of key external events oil prices extend rally","1961","2019-04-09",0,"neu"
257,"https://www.klsescreener.com/v2/news/stock/1961","TheStar12 Apr, 2019 13:05pm - 5 days ago","tnb rebound lifts klci pchem slides on pengerang fire","1961","2019-04-12",0,"neu"
267,"https://www.klsescreener.com/v2/news/stock/1961","TheEdge29 Mar, 2019 11:11am - 1 week ago","gamudas overseas sales seen to be driven by vietnam projects","1961","2019-03-29",0,"neu"
253,"https://www.klsescreener.com/v2/news/stock/1961","TheStar15 Mar, 2019 13:02pm - 3 days ago","mild pick up on the klci amid trade noise","1961","2019-03-15",-1,"neg"
265,"https://www.klsescreener.com/v2/news/stock/1961","TheStar08 Mar, 2019 13:12pm - 1 week ago","klci slides as slowing growth weighs on global markets","1961","2019-03-08",0,"neu"
261,"https://www.klsescreener.com/v2/news/stock/1961","TheEdge11 Mar, 2019 22:01pm - 6 days ago","yeo bee yin and ioi properties ceo got hitched today","1961","2019-03-11",0,"neu"
268,"https://www.klsescreener.com/v2/news/stock/1961","TheEdge28 Mar, 2019 09:10am - 1 week ago","klci extends loss as regional markets see red","1961","2019-03-28",-1,"neg"
267,"https://www.klsescreener.com/v2/news/stock/1961","TheEdge07 Mar, 2019 12:18pm - 1 week ago","hlib research downgrades plantation sector on subdued cpo price outlook","1961","2019-03-07",-1,"neg"
255,"https://www.klsescreener.com/v2/news/stock/1961","Nanyang25 Mar, 2019 21:10pm - 1 day ago","        n          ","1961","2019-03-25",0,"neu"
262,"https://www.klsescreener.com/v2/news/stock/1961","TheStar19 Mar, 2019 13:38pm - 1 week ago","klci erases early gains ringgit flat as fed announcement looms","1961","2019-03-19",1,"pos"
260,"https://www.klsescreener.com/v2/news/stock/1961","TheEdge20 Mar, 2019 09:09am - 1 week ago","klci dips   as momentum indicators remain sluggish","1961","2019-03-20",-1,"neg"
256,"https://www.klsescreener.com/v2/news/stock/1961","TheStar23 Mar, 2019 08:55am - 4 days ago","top  richest malaysian part ","1961","2019-03-23",1,"pos"
16660,"https://www.klsescreener.com/v2/news/stock/2054","TheEdge29 Mar, 2019 20:03pm - 1 week ago","zainal abidin shariff is tdm s new ceo","2054","2019-03-29",0,"neu"
16658,"https://www.klsescreener.com/v2/news/stock/2054","TheStar01 Apr, 2019 16:16pm - 1 week ago","tdm appoints zainal abidin as new group ceo","2054","2019-04-01",0,"neu"
16657,"https://www.klsescreener.com/v2/news/stock/2054","TheStar02 Apr, 2019 08:35am - 1 week ago","new group ceo for tdm","2054","2019-04-02",0,"neu"
11050,"https://www.klsescreener.com/v2/news/stock/2062","Nanyang27 Feb, 2019 00:20am - 1 month ago","      uem     ","2062","2019-02-27",0,"neu"
1946,"https://www.klsescreener.com/v2/news/stock/2062","TheEdge18 Mar, 2019 09:46am - 3 weeks ago","tiong nam sees no capex tightening cost cutting","2062","2019-03-18",0,"neu"
1947,"https://www.klsescreener.com/v2/news/stock/2062","TheEdge28 Feb, 2019 11:23am - 1 month ago","hello hong kong","2062","2019-02-28",0,"neu"
1943,"https://www.klsescreener.com/v2/news/stock/2062","TheStar08 Apr, 2019 08:05am - 2 days ago","bintulu port to expand container yard capacity","2062","2019-04-08",0,"neu"
1942,"https://www.klsescreener.com/v2/news/stock/2062","TheEdge10 Apr, 2019 21:54pm - 46 minutes ago","g global partners chinese firms in us b ai park","2062","2019-04-10",0,"neu"
11046,"https://www.klsescreener.com/v2/news/stock/2062","TheEdge03 Apr, 2019 15:00pm - 2 weeks ago","hatten land focusing on acquisitions amid property downturn","2062","2019-04-03",-1,"neg"
11047,"https://www.klsescreener.com/v2/news/stock/2062","TheEdge22 Mar, 2019 15:00pm - 3 weeks ago","start up breaking boundaries","2062","2019-03-22",-1,"neg"
11042,"https://www.klsescreener.com/v2/news/stock/2062","TheEdge11 Apr, 2019 09:27am - 6 days ago","g global rises   on collaboration to set up ai park","2062","2019-04-11",0,"neu"
11040,"https://www.klsescreener.com/v2/news/stock/2062","TheStar11 Apr, 2019 10:07am - 6 days ago","trading ideas g global london biscuits mmhe","2062","2019-04-11",0,"neu"
11041,"https://www.klsescreener.com/v2/news/stock/2062","TheEdge11 Apr, 2019 09:38am - 6 days ago","   ai   g global  ","2062","2019-04-11",0,"neu"
906,"https://www.klsescreener.com/v2/news/stock/2089","TheEdge25 Mar, 2019 10:28am - 2 weeks ago","still lack of growth catalysts despite share price at multi year low","2089","2019-03-25",-1,"neg"
9988,"https://www.klsescreener.com/v2/news/stock/2089","TheEdge29 Mar, 2019 09:09am - 2 weeks ago","klci up   in line with regional gains","2089","2019-03-29",1,"pos"
9987,"https://www.klsescreener.com/v2/news/stock/2089","TheStar29 Mar, 2019 09:34am - 2 weeks ago","blue chips march higher as petronas gas misc hl bank climb","2089","2019-03-29",0,"neu"
9979,"https://www.klsescreener.com/v2/news/stock/2089","TheStar11 Apr, 2019 08:15am - 6 days ago","felda impacted by fgvs poor investments","2089","2019-04-11",-1,"neg"
9973,"https://www.klsescreener.com/v2/news/stock/2089","TheEdge16 Apr, 2019 15:30pm - 1 day ago","agriculture a coconut revival","2089","2019-04-16",1,"pos"
10860,"https://www.klsescreener.com/v2/news/stock/2127","TheEdge18 Mar, 2019 11:07am - 2 weeks ago","which is the best car to get driven around in","2127","2019-03-18",1,"pos"
10805,"https://www.klsescreener.com/v2/news/stock/2127","TheEdge26 Mar, 2019 22:55pm - 3 weeks ago","astro advancecon comfort gloves scgm vs industry and airasia","2127","2019-03-26",1,"pos"
10853,"https://www.klsescreener.com/v2/news/stock/2127","TheEdge27 Mar, 2019 10:21am - 1 week ago","          comfort gloves ","2127","2019-03-27",1,"pos"
10854,"https://www.klsescreener.com/v2/news/stock/2127","TheStar27 Mar, 2019 09:54am - 1 week ago","quick take comfort gloves shares up on higher q profit","2127","2019-03-27",1,"pos"
10803,"https://www.klsescreener.com/v2/news/stock/2127","TheEdge27 Mar, 2019 09:40am - 3 weeks ago","comfort gloves up   on firm q earnings dividend","2127","2019-03-27",1,"pos"
10804,"https://www.klsescreener.com/v2/news/stock/2127","TheStar27 Mar, 2019 09:04am - 3 weeks ago","trading ideas astro vs industry comfort gloves advancecon airasia","2127","2019-03-27",1,"pos"
10858,"https://www.klsescreener.com/v2/news/stock/2127","TheEdge26 Mar, 2019 20:12pm - 1 week ago","comfort gloves      ","2127","2019-03-26",1,"pos"
10799,"https://www.klsescreener.com/v2/news/stock/2127","TheEdge09 Apr, 2019 11:31am - 1 week ago","range rovers plug in hybrid loses two cylinders","2127","2019-04-09",-1,"neg"
4519,"https://www.klsescreener.com/v2/news/stock/2143","Orientaldaily28 Mar, 2019 21:05pm - 6 days ago","     libra","2143","2019-03-28",0,"neu"
4520,"https://www.klsescreener.com/v2/news/stock/2143","TheEdge28 Mar, 2019 20:09pm - 6 days ago","kenanga investors to buy ecm libras fund management arm","2143","2019-03-28",0,"neu"
4515,"https://www.klsescreener.com/v2/news/stock/2143","TheStar29 Mar, 2019 07:50am - 5 days ago","kenanga to acquire libra invest for rmmil","2143","2019-03-29",0,"neu"
4514,"https://www.klsescreener.com/v2/news/stock/2143","TheEdge29 Mar, 2019 10:04am - 5 days ago","kenanga investors proposes to buy ecm libras fund management arm","2143","2019-03-29",0,"neu"
13587,"https://www.klsescreener.com/v2/news/stock/2143","Chinapress29 Mar, 2019 21:15pm - 2 weeks ago","    libra ","2143","2019-03-29",0,"neu"
13357,"https://www.klsescreener.com/v2/news/stock/2186","TheEdge21 Mar, 2019 15:00pm - 6 days ago","th and stellar a landmark development for chin hin group","2186","2019-03-21",1,"pos"
4255,"https://www.klsescreener.com/v2/news/stock/2186","TheEdge09 Apr, 2019 15:00pm - 1 week ago","cover story new infrastructure changing kl suburb","2186","2019-04-09",0,"neu"
4254,"https://www.klsescreener.com/v2/news/stock/2186","TheEdge10 Apr, 2019 20:51pm - 1 week ago","vizione buys over joint developer of rm m apartment project on jln kuchai lama","2186","2019-04-10",0,"neu"
13919,"https://www.klsescreener.com/v2/news/stock/2194","TheEdge27 Feb, 2019 20:08pm - 2 weeks ago","mmc q net profit surges   on contribution from penang port mrt works","2194","2019-02-27",2,"pos"
13886,"https://www.klsescreener.com/v2/news/stock/2194","TheStar16 Apr, 2019 08:40am - 1 day ago","ecrl project revival to benefit many sectors","2194","2019-04-16",2,"pos"
13885,"https://www.klsescreener.com/v2/news/stock/2194","TheEdge17 Apr, 2019 01:10am - 21 hours ago","ex pkr leader badrul lodges report on alleged irregularities at mawar medical centre","2194","2019-04-17",0,"neu"
4811,"https://www.klsescreener.com/v2/news/stock/2194","TheEdge27 Mar, 2019 18:11pm - 1 week ago","let journalists do their job without fear of violence  gobind","2194","2019-03-27",-1,"neg"
4826,"https://www.klsescreener.com/v2/news/stock/2194","TheEdge21 Mar, 2019 08:41am - 1 week ago","govt takes over pan borneo highway removes pdp","2194","2019-03-21",-1,"neg"
4808,"https://www.klsescreener.com/v2/news/stock/2194","TheStar03 Apr, 2019 08:00am - 14 hours ago","mmc corp","2194","2019-04-03",0,"neu"
13903,"https://www.klsescreener.com/v2/news/stock/2194","Nanyang07 Mar, 2019 00:00am - 1 week ago","         kwap skin","2194","2019-03-07",0,"neu"
13902,"https://www.klsescreener.com/v2/news/stock/2194","Sinchew07 Mar, 2019 11:49am - 1 week ago","         skin","2194","2019-03-07",0,"neu"
13890,"https://www.klsescreener.com/v2/news/stock/2194","Nanyang14 Apr, 2019 00:05am - 3 days ago","fgv          ","2194","2019-04-14",0,"neu"
13889,"https://www.klsescreener.com/v2/news/stock/2194","TheStar15 Apr, 2019 07:00am - 2 days ago","kajang putrajaya rail link may be revived","2194","2019-04-15",-1,"neg"
4813,"https://www.klsescreener.com/v2/news/stock/2194","Sinchew23 Mar, 2019 12:33pm - 1 week ago","           mmc   ","2194","2019-03-23",0,"neu"
13905,"https://www.klsescreener.com/v2/news/stock/2194","Orientaldaily06 Mar, 2019 21:42pm - 1 week ago"," skin       ","2194","2019-03-06",0,"neu"
13906,"https://www.klsescreener.com/v2/news/stock/2194","TheEdge06 Mar, 2019 16:54pm - 1 week ago","kwap is said to seek revival of rm  bil border deal","2194","2019-03-06",1,"pos"
13907,"https://www.klsescreener.com/v2/news/stock/2194","TheEdge06 Mar, 2019 16:23pm - 1 week ago","malaysia s richest man is slightly less rich now","2194","2019-03-06",1,"pos"
13909,"https://www.klsescreener.com/v2/news/stock/2194","TheEdge05 Mar, 2019 15:00pm - 1 week ago","special report break up airports for good reason not for politics","2194","2019-03-05",0,"neu"
13910,"https://www.klsescreener.com/v2/news/stock/2194","TheEdge05 Mar, 2019 00:22am - 1 week ago","positive progress in setting up malaysia media council","2194","2019-03-05",2,"pos"
13911,"https://www.klsescreener.com/v2/news/stock/2194","TheEdge28 Feb, 2019 20:21pm - 2 weeks ago","first phase of mmc corp s sewage treatment plant to start operation by april","2194","2019-02-28",0,"neu"
13912,"https://www.klsescreener.com/v2/news/stock/2194","Sinchew28 Feb, 2019 16:16pm - 2 weeks ago","      mmc     ","2194","2019-02-28",0,"neu"
13926,"https://www.klsescreener.com/v2/news/stock/2194","TheEdge21 Mar, 2019 10:47am - 2 weeks ago","mahbs passengers seen to be over  million this year","2194","2019-03-21",0,"neu"
13904,"https://www.klsescreener.com/v2/news/stock/2194","TheStar07 Mar, 2019 00:00am - 1 week ago","kwap seeks revival of rm bil border deal","2194","2019-03-07",1,"pos"
13913,"https://www.klsescreener.com/v2/news/stock/2194","TheStar28 Feb, 2019 13:16pm - 2 weeks ago","kimlun pots net profit of rmm in fy","2194","2019-02-28",0,"neu"
13924,"https://www.klsescreener.com/v2/news/stock/2194","TheEdge22 Mar, 2019 10:45am - 2 weeks ago","econpiles job wins to date broadly consistent with fy assumption","2194","2019-03-22",2,"pos"
13914,"https://www.klsescreener.com/v2/news/stock/2194","TheEdge28 Feb, 2019 10:50am - 2 weeks ago","mmc q net profit up  on contribution from penang port mrt works","2194","2019-02-28",2,"pos"
13915,"https://www.klsescreener.com/v2/news/stock/2194","TheEdge28 Feb, 2019 10:38am - 2 weeks ago","umw holdings shares decline   to lowest in six weeks","2194","2019-02-28",-1,"neg"
13916,"https://www.klsescreener.com/v2/news/stock/2194","TheEdge28 Feb, 2019 08:32am - 2 weeks ago","mmc corp may move higher says rhb retail research","2194","2019-02-28",0,"neu"
4825,"https://www.klsescreener.com/v2/news/stock/2194","TheStar21 Mar, 2019 09:04am - 1 week ago","trading ideas econpile sunway construction kkb engineering lfe","2194","2019-03-21",0,"neu"
